ante_parent_cat,cons_parent_cat,co_count,ante_count,cons_count,support,confidence,lift,leverage
Món Ăn Nhanh,"Rong Biển, Bánh Tráng",21,156,315,0.004740406320541761,0.1346153846153846,1.893162393162393,0.002236444516914736
Dụng Cụ Văn Phòng,Nước Ngọt,48,64,1756,0.010835214446952596,0.75,1.8920842824601367,0.00510861201840519
Thủy sản,Chăm Sóc Tóc,87,141,1449,0.01963882618510158,0.6170212765957447,1.8864073535673906,0.009228123455406145
Sữa Bột,Cà Phê,11,62,417,0.0024830699774266367,0.1774193548387097,1.8848147288620716,0.0011656619906343473
"Muối, Đường",Thực Phẩm Bổ Sung,11,101,256,0.0024830699774266367,0.10891089108910891,1.8846689356435644,0.0011655600792870283
Thủy sản,Chăm Sóc Cơ Thể,42,141,702,0.009480812641083521,0.2978723404255319,1.8797357095229434,0.004437118150920513
Bữa Sáng,"Trà, Cà Phê Đóng Chai",41,283,342,0.00925507900677201,0.14487632508833923,1.8766143863781954,0.004323283175965228
"Trà, Cà Phê Đóng Chai",Bữa Sáng,41,342,283,0.00925507900677201,0.11988304093567251,1.876614386378195,0.004323283175965228
"Tương Ớt, Tương Cà, Tương Đen",Bánh Tươi,43,354,287,0.009706546275395033,0.12146892655367232,1.8749384830410047,0.004529551742938817
Bánh Tươi,"Tương Ớt, Tương Cà, Tương Đen",43,287,354,0.009706546275395033,0.14982578397212543,1.8749384830410045,0.004529551742938817
Sữa,Bánh Các Loại,36,83,1025,0.008126410835214447,0.43373493975903615,1.8745812518366147,0.0037913568986338783
Dụng Cụ Văn Phòng,"Hạt, Trái Cây Sấy",15,64,554,0.003386004514672686,0.234375,1.8741538808664258,0.001579320149402035
"Gạo, Bột, Đậu",Bánh Tươi,31,256,287,0.006997742663656885,0.12109375,1.8691474303135889,0.003253927408547305
Bánh Tươi,"Gạo, Bột, Đậu",31,287,256,0.006997742663656885,0.10801393728222997,1.8691474303135889,0.003253927408547305
"Rong Biển, Bánh Tráng","Gạo, Bột, Đậu",34,315,256,0.007674943566591422,0.10793650793650794,1.86780753968254,0.003565878042690664
"Gạo, Bột, Đậu","Rong Biển, Bánh Tráng",34,256,315,0.007674943566591422,0.1328125,1.8678075396825398,0.003565878042690664
"Rong Biển, Bánh Tráng",Bánh Các Loại,136,315,1025,0.03069977426636569,0.43174603174603177,1.8659852884243129,0.014247461133559916
Bánh Các Loại,"Rong Biển, Bánh Tráng",136,1025,315,0.03069977426636569,0.1326829268292683,1.8659852884243129,0.014247461133559916
"Chả Giò, Cá Viên","Sốt, Gia Vị Các Loại",34,274,295,0.007674943566591422,0.12408759124087591,1.863417048125696,0.0035561964646953622
"Sốt, Gia Vị Các Loại","Chả Giò, Cá Viên",34,295,274,0.007674943566591422,0.1152542372881356,1.863417048125696,0.0035561964646953622
"Tương Ớt, Tương Cà, Tương Đen","Gạo, Bột, Đậu",38,354,256,0.008577878103837472,0.10734463276836158,1.8575653248587571,0.003960071134120429
"Gạo, Bột, Đậu","Tương Ớt, Tương Cà, Tương Đen",38,256,354,0.008577878103837472,0.1484375,1.857565324858757,0.003960071134120429
Bữa Sáng,"Tương Ớt, Tương Cà, Tương Đen",42,283,354,0.009480812641083521,0.14840989399293286,1.8572198598550638,0.004375971342529134
"Tương Ớt, Tương Cà, Tương Đen",Bữa Sáng,42,354,283,0.009480812641083521,0.11864406779661017,1.8572198598550638,0.004375971342529134
Dụng Cụ Văn Phòng,Đồ Uống,41,64,1531,0.00925507900677201,0.640625,1.8536699869366426,0.004262238278921167
Trái Cây,Bánh Các Loại,57,133,1025,0.012866817155756207,0.42857142857142855,1.8522648083623692,0.005920284944127104
"Bơ, Phô Mai","Trà, Cà Phê Đóng Chai",30,210,342,0.006772009029345372,0.14285714285714285,1.8504594820384295,0.0031123725471212593
Khô Chế Biến Sẵn,Rượu,28,191,351,0.006320541760722348,0.14659685863874344,1.8502110648707506,0.0029044224429169065
Thực Phẩm Đông Lạnh,Cà Phê,28,161,417,0.006320541760722348,0.17391304347826086,1.8475654259201333,0.002899530698245596
Rau Củ,Bánh Các Loại,38,89,1025,0.008577878103837472,0.42696629213483145,1.845327486982735,0.0039294467742510795
Rượu,"Chả Giò, Cá Viên",40,351,274,0.009029345372460496,0.11396011396011396,1.842493813296733,0.004128734413933318
"Chả Giò, Cá Viên",Rượu,40,274,351,0.009029345372460496,0.145985401459854,1.8424938132967328,0.004128734413933318
"Đèn, Ổ Cắm Điện",Sữa Nước,14,42,802,0.003160270880361174,0.3333333333333333,1.8412302576891104,0.0014438799688151279
Điện Gia Dụng,Sữa Nước,8,24,802,0.0018058690744920992,0.3333333333333333,1.8412302576891104,0.0008250742678943587
Dụng Cụ Học Sinh,Chăm Sóc Tóc,9,15,1449,0.0020316027088036117,0.6,1.834368530020704,0.0009240811418147355
Trà,"Trà, Cà Phê Đóng Chai",44,311,342,0.009932279909706547,0.1414790996784566,1.8326093905718208,0.004512532547936551
"Trà, Cà Phê Đóng Chai",Trà,44,342,311,0.009932279909706547,0.1286549707602339,1.8326093905718206,0.004512532547936551
"Xúc Xích, Lạp Xưởng, Thịt Nguội",Cà Phê,25,145,417,0.0056433408577878106,0.1724137931034483,1.8316381377656494,0.0025623060499671336
"Dầu Ăn, Gia Vị",Bánh Các Loại,11,26,1025,0.0024830699774266367,0.4230769230769231,1.8285178236397748,0.0011251012744013984
Dụng Cụ Văn Phòng,Cà Phê,11,64,417,0.0024830699774266367,0.171875,1.8259142685851317,0.001123164958802338
Thực Phẩm Bổ Sung,"Sữa Chua, Váng Sữa",77,256,730,0.017381489841986456,0.30078125,1.8252889554794522,0.007858893548502159
"Sữa Chua, Váng Sữa",Thực Phẩm Bổ Sung,77,730,256,0.017381489841986456,0.10547945205479452,1.825288955479452,0.007858893548502159
Thức Ăn Thú Cưng,"Snack, Ăn Vặt",30,31,2351,0.006772009029345372,0.967741935483871,1.8235205334723728,0.0030583085773685467
Tráng Miệng,Nước Ngọt,13,18,1756,0.002934537246049661,0.7222222222222222,1.822007086813465,0.0013239303130207032
"Xúc Xích, Lạp Xưởng, Thịt Nguội","Tương Ớt, Tương Cà, Tương Đen",21,145,354,0.004740406320541761,0.14482758620689656,1.8123904149620107,0.0021248515916004666
Nội Thất,Chăm Sóc Tóc,16,27,1449,0.0036117381489841984,0.5925925925925926,1.81172200495872,0.0016181993284042212
"Bánh Bao, Bánh Giò, Há Cảo",Nước Ngọt,109,152,1756,0.024604966139954852,0.7171052631578947,1.809098129720657,0.011004285372154761
Chăm Sóc Cơ Thể,Vệ Sinh,174,702,607,0.03927765237020316,0.24786324786324787,1.8089525338289756,0.017564726444465963
Vệ Sinh,Chăm Sóc Cơ Thể,174,607,702,0.03927765237020316,0.28665568369028005,1.8089525338289751,0.017564726444465963
Rượu,"Rong Biển, Bánh Tráng",45,351,315,0.010158013544018058,0.1282051282051282,1.803011803011803,0.004524099485857252
"Rong Biển, Bánh Tráng",Rượu,45,315,351,0.010158013544018058,0.14285714285714285,1.8030118030118027,0.004524099485857252
"Đèn, Ổ Cắm Điện",Nước Ngọt,30,42,1756,0.006772009029345372,0.7142857142857143,1.801985030914416,0.0030139261856111372
"Bánh Bao, Bánh Giò, Há Cảo",Bánh Kẹo,71,152,1149,0.016027088036117382,0.46710526315789475,1.8009367413311348,0.007127781542835887
Cà Phê,"Sốt, Gia Vị Các Loại",50,417,295,0.011286681715575621,0.11990407673860912,1.800593423566232,0.005018369520354244
"Sốt, Gia Vị Các Loại",Cà Phê,50,295,417,0.011286681715575621,0.1694915254237288,1.8005934235662315,0.005018369520354244
Chăm Sóc Bé,Cà Phê,11,65,417,0.0024830699774266367,0.16923076923076924,1.7978232798376683,0.0011019164428863332
Sữa Nước,"Sữa Chua, Váng Sữa",237,802,730,0.05349887133182844,0.2955112219451372,1.7933078263245996,0.023666362631147166
"Sữa Chua, Váng Sữa",Sữa Nước,237,730,802,0.05349887133182844,0.32465753424657534,1.7933078263245994,0.023666362631147166
Thực Phẩm Bổ Sung,Sữa Nước,83,256,802,0.01873589164785553,0.32421875,1.790884117830424,0.00827408037747963
Sữa Nước,Thực Phẩm Bổ Sung,83,802,256,0.01873589164785553,0.10349127182044887,1.790884117830424,0.00827408037747963
"Sốt, Gia Vị Các Loại","Sữa Chua, Váng Sữa",87,295,730,0.01963882618510158,0.29491525423728815,1.7896912003714884,0.008665521862531786
"Sữa Chua, Váng Sữa","Sốt, Gia Vị Các Loại",87,730,295,0.01963882618510158,0.11917808219178082,1.7896912003714884,0.008665521862531786
"Pizza, Lẩu Đông Lạnh","Tương Ớt, Tương Cà, Tương Đen",15,105,354,0.003386004514672686,0.14285714285714285,1.7877320419693299,0.00149198212474968
Trang Điểm,Bánh Các Loại,19,46,1025,0.004288939051918736,0.41304347826086957,1.7851537645811242,0.0018863790388740837
Thức Ăn Thú Cưng,Sữa Nước,10,31,802,0.002257336343115124,0.3225806451612903,1.7818357332475263,0.0009904763845930422
"Hạt, Trái Cây Sấy",Thực Phẩm Bổ Sung,57,554,256,0.012866817155756207,0.10288808664259928,1.780446186823105,0.005640079694673603
Thực Phẩm Bổ Sung,"Hạt, Trái Cây Sấy",57,256,554,0.012866817155756207,0.22265625,1.7804461868231045,0.005640079694673603
"Pizza, Cơm, Lẩu",Nước Ngọt,50,71,1756,0.011286681715575621,0.704225352112676,1.7766049600564664,0.004933732146405842
Làm Sạch,Chăm Sóc Tóc,47,81,1449,0.010609480812641084,0.5802469135802469,1.7739777965220802,0.004628864350901152
Rau Củ,"Sữa Chua, Váng Sữa",26,89,730,0.005869074492099322,0.29213483146067415,1.772818223795598,0.002558484374442672
Sữa Nước,Bánh Tươi,92,802,287,0.02076749435665914,0.11471321695760599,1.7706604568717579,0.009038823127761159
Bánh Tươi,Sữa Nước,92,287,802,0.02076749435665914,0.3205574912891986,1.7706604568717577,0.009038823127761159
Món Ăn Nhanh,Cà Phê,26,156,417,0.005869074492099322,0.16666666666666666,1.770583533173461,0.002554306009202594
Dụng Cụ Văn Phòng,"Snack, Ăn Vặt",60,64,2351,0.013544018058690745,0.9375,1.766535516801361,0.005877023577190202
Thực Phẩm Bổ Sung,Bánh Kẹo,117,256,1149,0.026410835214446954,0.45703125,1.7620961161879898,0.011422529541551808
Bánh Kẹo,Thực Phẩm Bổ Sung,117,1149,256,0.026410835214446954,0.10182767624020887,1.7620961161879896,0.011422529541551808
Thức Ăn Thú Cưng,"Sữa Chua, Váng Sữa",9,31,730,0.0020316027088036117,0.2903225806451613,1.761820592134335,0.0008784758138894976
Trang Điểm,"Snack, Ăn Vặt",43,46,2351,0.009706546275395033,0.9347826086956522,1.7614151239990383,0.004195893991816518
"Xúc Xích, Lạp Xưởng, Thịt Nguội","Sốt, Gia Vị Các Loại",17,145,295,0.003837471783295711,0.11724137931034483,1.7606078316773817,0.0016578428425113
Bánh Tươi,"Trà, Cà Phê Đóng Chai",39,287,342,0.008803611738148984,0.13588850174216027,1.760193165841433,0.0038021085457760296
"Trà, Cà Phê Đóng Chai",Bánh Tươi,39,342,287,0.008803611738148984,0.11403508771929824,1.7601931658414327,0.0038021085457760296
Bánh Tươi,Bánh Kẹo,131,287,1149,0.029571106094808126,0.4564459930313589,1.7598396424098521,0.012767810281835833
Bánh Kẹo,Bánh Tươi,131,1149,287,0.029571106094808126,0.11401218450826806,1.759839642409852,0.012767810281835833
"Tương Ớt, Tương Cà, Tương Đen",Thực Phẩm Bổ Sung,36,354,256,0.008126410835214447,0.1016949152542373,1.7597987288135595,0.0035086038654974037
Thực Phẩm Bổ Sung,"Tương Ớt, Tương Cà, Tương Đen",36,256,354,0.008126410835214447,0.140625,1.7597987288135593,0.0035086038654974037
Làm Sạch,Chăm Sóc Răng Miệng,40,81,1244,0.009029345372460496,0.49382716049382713,1.758564566710333,0.003894847871836289
Dụng Cụ Văn Phòng,"Rong Biển, Bánh Tráng",8,64,315,0.0018058690744920992,0.125,1.757936507936508,0.0007786026935169097
"Bánh Bao, Bánh Giò, Há Cảo","Sữa Chua, Váng Sữa",44,152,730,0.009932279909706547,0.2894736842105263,1.756669069935112,0.0042782383604502445
Chăm Sóc Bé,Trà,8,65,311,0.0018058690744920992,0.12307692307692308,1.753153598812763,0.000775800131465638
"Bánh Bao, Bánh Giò, Há Cảo",Bữa Sáng,17,152,283,0.003837471783295711,0.1118421052631579,1.7507439092430723,0.0016455625251593636
Rau Củ,Thực Phẩm Bổ Sung,9,89,256,0.0020316027088036117,0.10112359550561797,1.7499122191011236,0.0008706286401459372
Thực Phẩm Đông Lạnh,Sữa Nước,51,161,802,0.011512415349887133,0.3167701863354037,1.749740555443689,0.0049329168556272885
"Đèn, Ổ Cắm Điện",Bánh Các Loại,17,42,1025,0.003837471783295711,0.40476190476190477,1.7493612078977934,0.0016438300322549415
"Muối, Đường",Nước Ngọt,70,101,1756,0.01580135440180587,0.693069306930693,1.7484607230654727,0.006764059944254495
Đồ Uống,Bữa Sáng,171,1531,283,0.03860045146726862,0.11169170476812541,1.7483895834727758,0.016522733873803173
Bữa Sáng,Đồ Uống,171,283,1531,0.03860045146726862,0.6042402826855123,1.7483895834727756,0.016522733873803173
"Sữa Chua, Váng Sữa",Bánh Kẹo,331,730,1149,0.07471783295711061,0.4534246575342466,1.7481908031999238,0.03197774256174554
Bánh Kẹo,"Sữa Chua, Váng Sữa",331,1149,730,0.07471783295711061,0.28807658833768496,1.7481908031999238,0.03197774256174554
Nấm,Nước Ngọt,9,13,1756,0.0020316027088036117,0.6923076923076923,1.746539337655511,0.0008683865905049198
Thực Phẩm Đóng Hộp,"Sữa Chua, Váng Sữa",46,160,730,0.01038374717832957,0.2875,1.7446917808219178,0.004432124494901885
Trái Cây,Sữa Nước,42,133,802,0.009480812641083521,0.3157894736842105,1.7443234020212626,0.004045574754521042
Bánh Các Loại,"Trà, Cà Phê Đóng Chai",138,1025,342,0.031151241534988713,0.13463414634146342,1.7439452289259736,0.013288730133656734
"Trà, Cà Phê Đóng Chai",Bánh Các Loại,138,342,1025,0.031151241534988713,0.40350877192982454,1.7439452289259734,0.013288730133656734
Thức Ăn Thú Cưng,Bánh Kẹo,14,31,1149,0.003160270880361174,0.45161290322580644,1.741205536371038,0.0013452807402840271
Chăm Sóc Bé,Chăm Sóc Tóc,37,65,1449,0.008352144469525959,0.5692307692307692,1.7402983489940012,0.0035528843459074946
"Nước Mắm, Nước Tương",Nước Ngọt,20,29,1756,0.004514672686230248,0.6896551724137931,1.7398476160552983,0.0019198059607947048
Cà Phê,"Trà, Cà Phê Đóng Chai",56,417,342,0.012641083521444696,0.1342925659472422,1.7395206641704182,0.005374091078171099
"Trà, Cà Phê Đóng Chai",Cà Phê,56,342,417,0.012641083521444696,0.16374269005847952,1.7395206641704177,0.005374091078171099
Thủy Sản Tươi Sống,Bánh Kẹo,32,71,1149,0.007223476297968397,0.4507042253521127,1.7377021047083197,0.0030665633965013834
"Dụng Cụ Bếp, Phòng Ăn",Chăm Sóc Răng Miệng,546,1120,1244,0.12325056433408578,0.4875,1.736032958199357,0.05225504333780044
Chăm Sóc Răng Miệng,"Dụng Cụ Bếp, Phòng Ăn",546,1244,1120,0.12325056433408578,0.43890675241157556,1.7360329581993568,0.05225504333780044
"Tương Ớt, Tương Cà, Tương Đen","Sữa Chua, Váng Sữa",101,354,730,0.022799097065462754,0.2853107344632768,1.7314062379072828,0.009631131878378999
"Sữa Chua, Váng Sữa","Tương Ớt, Tương Cà, Tương Đen",101,730,354,0.022799097065462754,0.13835616438356163,1.7314062379072825,0.009631131878378999
Thực Phẩm Đóng Hộp,"Gạo, Bột, Đậu",16,160,256,0.0036117381489841984,0.1,1.7304687500000002,0.0015245937558917497
"Gạo, Bột, Đậu",Sữa Nước,80,256,802,0.01805869074492099,0.3125,1.7261533665835411,0.0075968794745450915
Dụng Cụ Văn Phòng,Sữa Nước,20,64,802,0.004514672686230248,0.3125,1.7261533665835411,0.0018992198686362729
Thực Phẩm Bổ Sung,Trà,31,256,311,0.006997742663656885,0.12109375,1.724904541800643,0.002940855749583438
Thực Phẩm Đông Lạnh,Rượu,22,161,351,0.004966139954853273,0.13664596273291926,1.7246199854895508,0.002086583880682194
Thực Phẩm Đông Lạnh,Bánh Kẹo,72,161,1149,0.016252821670428894,0.4472049689440994,1.7242106287400873,0.006826582555834678
Bánh Các Loại,Rượu,140,1025,351,0.03160270880361174,0.13658536585365855,1.7238551872698216,0.013270131312771022
Rượu,Bánh Các Loại,140,351,1025,0.03160270880361174,0.39886039886039887,1.7238551872698213,0.013270131312771022
Rau Củ,Đồ Uống,53,89,1531,0.011963882618510158,0.5955056179775281,1.7231155373223053,0.00502071348134258
"Đồ Chơi, Thú Bông","Trà, Cà Phê Đóng Chai",17,128,342,0.003837471783295711,0.1328125,1.7203490497076024,0.0016068362131781565
Sữa,Bánh Kẹo,37,83,1149,0.008352144469525959,0.4457831325301205,1.7187287007035978,0.0034926547396419852
Thực Phẩm Đóng Hộp,"Chả Giò, Cá Viên",17,160,274,0.003837471783295711,0.10625,1.7178375912408759,0.0016035750500639498
"Xúc Xích, Lạp Xưởng, Thịt Nguội",Đồ Uống,86,145,1531,0.019413092550790066,0.593103448275862,1.7161647784860017,0.008101187776753001
"Rong Biển, Bánh Tráng",Nước Ngọt,214,315,1756,0.04830699774266366,0.6793650793650794,1.7138879849586002,0.020121376414656892
Nước Ngọt,"Rong Biển, Bánh Tráng",214,1756,315,0.04830699774266366,0.12186788154897495,1.7138879849586002,0.020121376414656892
"Pizza, Cơm, Lẩu",Đồ Uống,42,71,1531,0.009480812641083521,0.5915492957746479,1.7116677859449314,0.003941879958623992
Thủy Sản Tươi Sống,"Sữa Chua, Váng Sữa",20,71,730,0.004514672686230248,0.28169014084507044,1.7094346903337836,0.0018736401204592123
"Tương Ớt, Tương Cà, Tương Đen","Rong Biển, Bánh Tráng",43,354,315,0.009706546275395033,0.12146892655367232,1.708277284548471,0.004024479105626015
"Rong Biển, Bánh Tráng","Tương Ớt, Tương Cà, Tương Đen",43,315,354,0.009706546275395033,0.1365079365079365,1.7082772845484708,0.004024479105626015
Dụng Cụ Văn Phòng,"Sữa Chua, Váng Sữa",18,64,730,0.004063205417607223,0.28125,1.706763698630137,0.0016825563442361491
"Bánh Bao, Bánh Giò, Há Cảo",Bánh Các Loại,60,152,1025,0.013544018058690745,0.39473684210526316,1.706033376123235,0.005605124102543197
Sữa Nước,Bánh Các Loại,316,802,1025,0.07133182844243792,0.3940149625935162,1.7029134480870993,0.02944371691065941
Bánh Các Loại,Sữa Nước,316,1025,802,0.07133182844243792,0.30829268292682926,1.7029134480870993,0.02944371691065941
"Xúc Xích, Lạp Xưởng, Thịt Nguội",Bánh Kẹo,64,145,1149,0.014446952595936794,0.4413793103448276,1.7017496473695268,0.005957482585898528
Món Ăn Nhanh,Rượu,21,156,351,0.004740406320541761,0.1346153846153846,1.6989918912995834,0.0019502774536430756
Sữa,Bữa Sáng,9,83,283,0.0020316027088036117,0.10843373493975904,1.6973902677849206,0.0008347048902160011
Khô Chế Biến Sẵn,Bánh Các Loại,75,191,1025,0.016930022573363433,0.39267015706806285,1.6971012642063594,0.006954175562678027
"Nước Mắm, Nước Tương",Đồ Uống,17,29,1531,0.003837471783295711,0.5862068965517241,1.6962093740850017,0.0015750908284882983
Cà Phê,Sữa Nước,128,417,802,0.028893905191873587,0.3069544364508393,1.6955213883755837,0.011852595427237843
Sữa Nước,Cà Phê,128,802,417,0.028893905191873587,0.1596009975062344,1.6955213883755837,0.011852595427237843
Bữa Sáng,"Hạt, Trái Cây Sấy",60,283,554,0.013544018058690745,0.21201413427561838,1.6953476802183924,0.005555085631009584
"Hạt, Trái Cây Sấy",Bữa Sáng,60,554,283,0.013544018058690745,0.10830324909747292,1.6953476802183924,0.005555085631009584
Trái Cây,"Tương Ớt, Tương Cà, Tương Đen",18,133,354,0.004063205417607223,0.13533834586466165,1.693640881865681,0.001664110390371416
"Hạt, Trái Cây Sấy",Bánh Các Loại,217,554,1025,0.04898419864559819,0.3916967509025271,1.6928942502421416,0.02004901935806042
Bánh Các Loại,"Hạt, Trái Cây Sấy",217,1025,554,0.04898419864559819,0.21170731707317073,1.6928942502421411,0.02004901935806042
Thực Phẩm Đóng Hộp,"Mì, Bún, Topokki Ăn Liền",112,160,1832,0.02528216704288939,0.7,1.6926855895196506,0.010346039979821555
"Pizza, Cơm, Lẩu","Sốt, Gia Vị Các Loại",8,71,295,0.0018058690744920992,0.11267605633802817,1.692050608737169,0.000738602489694215
Thực Phẩm Đóng Hộp,"Sốt, Gia Vị Các Loại",18,160,295,0.004063205417607223,0.1125,1.689406779661017,0.0016580976208795972
Điện Gia Dụng,Đồ Uống,14,24,1531,0.003160270880361174,0.5833333333333334,1.6878946222512519,0.0012879556074171078
"Gạo, Bột, Đậu","Hạt, Trái Cây Sấy",54,256,554,0.01218961625282167,0.2109375,1.6867384927797833,0.004962878791739065
"Bơ, Phô Mai",Sữa Nước,64,210,802,0.014446952595936794,0.3047619047619048,1.6834105213157584,0.005864998038206563
Thực Phẩm Đóng Hộp,Đồ Uống,93,160,1531,0.020993227990970656,0.58125,1.6818664271717831,0.00851112617134355
Điện Gia Dụng,Nước Ngọt,16,24,1756,0.0036117381489841984,0.6666666666666666,1.6818526955201214,0.001464262238278921
"Muối, Đường",Bánh Tươi,11,101,287,0.0024830699774266367,0.10891089108910891,1.6810984234311932,0.0010060178650591852
"Snack, Ăn Vặt","Trà, Cà Phê Đóng Chai",305,2351,342,0.06884875846501129,0.12973202892386218,1.680447041323712,0.027878256704492767
"Trà, Cà Phê Đóng Chai","Snack, Ăn Vặt",305,342,2351,0.06884875846501129,0.8918128654970761,1.6804470413237118,0.027878256704492767
"Bánh Bao, Bánh Giò, Há Cảo","Sốt, Gia Vị Các Loại",17,152,295,0.003837471783295711,0.1118421052631579,1.679527207850134,0.001552619376404466
"Bơ, Phô Mai","Snack, Ăn Vặt",187,210,2351,0.042212189616252824,0.8904761904761904,1.6779283384983086,0.017054863973829167
Bữa Sáng,"Snack, Ăn Vặt",252,283,2351,0.05688487584650113,0.8904593639575972,1.6778966322127415,0.02298238462361591
"Snack, Ăn Vặt",Bữa Sáng,252,2351,283,0.05688487584650113,0.10718843045512548,1.6778966322127415,0.02298238462361591
Sữa Bột,"Hạt, Trái Cây Sấy",13,62,554,0.002934537246049661,0.20967741935483872,1.676662396646093,0.0011843117671937178
"Xúc Xích, Lạp Xưởng, Thịt Nguội",Sữa Nước,44,145,802,0.009932279909706547,0.30344827586206896,1.6761544414825005,0.004006644619845197
Cà Phê,Nước Ngọt,277,417,1756,0.06252821670428894,0.6642685851318945,1.6758028656801212,0.025215822755784746
Nước Ngọt,Cà Phê,277,1756,417,0.06252821670428894,0.15774487471526197,1.675802865680121,0.025215822755784746
Rau Củ,Sữa Nước,27,89,802,0.006094808126410835,0.30337078651685395,1.6757264143013253,0.0024576940519442135
Thực Phẩm Bổ Sung,Nước Ngọt,170,256,1756,0.03837471783295711,0.6640625,1.675282958428246,0.015468308118767485
"Bơ, Phô Mai","Rong Biển, Bánh Tráng",25,210,315,0.0056433408577878106,0.11904761904761904,1.6742252456538171,0.0022726230452129693
"Nước Mắm, Nước Tương","Sữa Chua, Váng Sữa",8,29,730,0.0018058690744920992,0.27586206896551724,1.6740670760510157,0.0007271374631208313
Cà Phê,"Sữa Chua, Váng Sữa",115,417,730,0.025959367945823927,0.27577937649880097,1.6735652573831348,0.010447951327140518
"Sữa Chua, Váng Sữa",Cà Phê,115,730,417,0.025959367945823927,0.15753424657534246,1.6735652573831343,0.010447951327140518
Thức Ăn Thú Cưng,Bánh Các Loại,12,31,1025,0.002708803611738149,0.3870967741935484,1.6730133752950431,0.001089687081208057
Thủy Sản Tươi Sống,"Snack, Ăn Vặt",63,71,2351,0.014221218961625282,0.8873239436619719,1.6719885454795982,0.005715646958710617
"Hạt, Trái Cây Sấy","Tương Ớt, Tương Cà, Tương Đen",74,554,354,0.016704288939051917,0.13357400722021662,1.6715617287727673,0.006711066043648628
"Tương Ớt, Tương Cà, Tương Đen","Hạt, Trái Cây Sấy",74,354,554,0.016704288939051917,0.20903954802259886,1.6715617287727669,0.006711066043648628
"Tương Ớt, Tương Cà, Tương Đen",Đồ Uống,204,354,1531,0.04604966139954853,0.576271186440678,1.6674600626598324,0.01843301112362356
Đồ Uống,"Tương Ớt, Tương Cà, Tương Đen",204,1531,354,0.04604966139954853,0.13324624428478118,1.6674600626598324,0.01843301112362356
"Bơ, Phô Mai",Đồ Uống,121,210,1531,0.027313769751693,0.5761904761904761,1.6672265248359304,0.010931011113432424
"Bánh Bao, Bánh Giò, Há Cảo","Rong Biển, Bánh Tráng",18,152,315,0.004063205417607223,0.11842105263157894,1.6654135338345863,0.001623447762791148
Làm Sạch,Đồ Dùng Phòng Tắm,10,81,329,0.002257336343115124,0.12345679012345678,1.6623513077413785,0.000899418595763545
Làm Sạch,"Dụng Cụ Bếp, Phòng Ăn",34,81,1120,0.007674943566591422,0.41975308641975306,1.6602733686067017,0.0030522448522030685
"Trà, Cà Phê Đóng Chai",Nước Ngọt,225,342,1756,0.050790067720090294,0.6578947368421053,1.6597230547895938,0.020188535992540092
Nước Ngọt,"Trà, Cà Phê Đóng Chai",225,1756,342,0.050790067720090294,0.12813211845102507,1.6597230547895938,0.020188535992540092
Sữa Nước,Đồ Uống,460,802,1531,0.1038374717832957,0.57356608478803,1.6596327600332936,0.04127093641241483
Đồ Uống,Sữa Nước,460,1531,802,0.1038374717832957,0.30045721750489873,1.6596327600332934,0.04127093641241483
"Mì, Bún, Nui Khô",Bánh Kẹo,68,158,1149,0.015349887133182845,0.43037974683544306,1.6593405382776438,0.006099292225692872
Thực Phẩm Đông Lạnh,"Sữa Chua, Váng Sữa",44,161,730,0.009932279909706547,0.2732919254658385,1.658470177826938,0.003943459584507437
Bữa Sáng,Nước Ngọt,186,283,1756,0.04198645598194131,0.657243816254417,1.658080925972134,0.01666413586820825
Nước Ngọt,Bữa Sáng,186,1756,283,0.04198645598194131,0.10592255125284739,1.6580809259721339,0.01666413586820825
"Hạt, Trái Cây Sấy",Nước Ngọt,364,554,1756,0.08216704288939052,0.6570397111913358,1.6575660139963653,0.032596140617277024
Nước Ngọt,"Hạt, Trái Cây Sấy",364,1756,554,0.08216704288939052,0.2072892938496583,1.657566013996365,0.032596140617277024
Làm Sạch,Làm Sạch Cơ Thể,36,81,1189,0.008126410835214447,0.4444444444444444,1.6559200074759366,0.003218920860743239
Đồ Uống,Bánh Kẹo,657,1531,1149,0.14830699774266365,0.42913128674069234,1.6545270672421821,0.0586699040504665
Bánh Kẹo,Đồ Uống,657,1149,1531,0.14830699774266365,0.5718015665796344,1.654527067242182,0.0586699040504665
Đồ Uống,Bánh Các Loại,586,1531,1025,0.13227990970654627,0.38275636838667537,1.6542543531248506,0.05231644492456011
Bánh Các Loại,Đồ Uống,586,1025,1531,0.13227990970654627,0.5717073170731707,1.6542543531248504,0.05231644492456011
"Dầu Ăn, Gia Vị",Nước Ngọt,17,26,1756,0.003837471783295711,0.6538461538461539,1.649509374452427,0.0015110395466983273
Sữa Nước,Bánh Kẹo,343,802,1149,0.07742663656884875,0.42768079800498754,1.6489346694187075,0.030471085202981925
Bánh Kẹo,Sữa Nước,343,1149,802,0.07742663656884875,0.29852045256744997,1.6489346694187075,0.030471085202981925
Thực Phẩm Đóng Hộp,"Snack, Ăn Vặt",140,160,2351,0.03160270880361174,0.875,1.6487664823479369,0.012435222599860383
Khô Chế Biến Sẵn,Sữa Nước,57,191,802,0.012866817155756207,0.29842931937172773,1.6484312778263763,0.005061325153249188
"Rong Biển, Bánh Tráng",Sữa Nước,94,315,802,0.021218961625282168,0.2984126984126984,1.6483394687883466,0.008346029788686822
