ante_parent_cat,cons_parent_cat,co_count,ante_count,cons_count,support,confidence,lift,leverage
"Tương Ớt, Tương Cà, Tương Đen",Trà,38,354,311,0.008577878103837472,0.10734463276836158,1.5290569876650861,0.0029679641679702827
Thực Phẩm Đông Lạnh,Đồ Uống,85,161,1531,0.019187358916478554,0.5279503105590062,1.5276419828715855,0.006627243960478778
Trái Cây,Đồ Uống,70,133,1531,0.01580135440180587,0.5263157894736842,1.522912441128949,0.005425607264240838
"Tương Ớt, Tương Cà, Tương Đen","Snack, Ăn Vặt",286,354,2351,0.06455981941309255,0.807909604519774,1.5223477447990637,0.02215175618729267
"Snack, Ăn Vặt","Tương Ớt, Tương Cà, Tương Đen",286,2351,354,0.06455981941309255,0.12165036154827732,1.5223477447990637,0.02215175618729267
"Rong Biển, Bánh Tráng","Trà, Cà Phê Đóng Chai",37,315,342,0.008352144469525959,0.11746031746031746,1.5214889074538198,0.0028626897461897895
"Trà, Cà Phê Đóng Chai","Rong Biển, Bánh Tráng",37,342,315,0.008352144469525959,0.10818713450292397,1.5214889074538198,0.0028626897461897895
"Mì, Bún, Nui Khô","Sốt, Gia Vị Các Loại",16,158,295,0.0036117381489841984,0.10126582278481013,1.5207037116498607,0.0012366941997156676
"Sữa Chua, Váng Sữa","Mì, Bún, Topokki Ăn Liền",459,730,1832,0.1036117381489842,0.6287671232876713,1.520435783932524,0.035465658423737195
"Mì, Bún, Topokki Ăn Liền","Sữa Chua, Váng Sữa",459,1832,730,0.1036117381489842,0.25054585152838427,1.5204357839325238,0.035465658423737195
Sữa Nước,"Trà, Cà Phê Đóng Chai",94,802,342,0.021218961625282168,0.1172069825436409,1.5182074054629509,0.0072426356312643644
"Trà, Cà Phê Đóng Chai",Sữa Nước,94,342,802,0.021218961625282168,0.27485380116959063,1.5182074054629506,0.0072426356312643644
Thực Phẩm Đóng Hộp,Bánh Kẹo,63,160,1149,0.014221218961625282,0.39375,1.5181135770234988,0.004853527916065815
Trái Cây,Nước Ngọt,80,133,1756,0.01805869074492099,0.6015037593984962,1.5174610786647713,0.006158095073095914
Bánh Tươi,"Sốt, Gia Vị Các Loại",29,287,295,0.00654627539503386,0.10104529616724739,1.517392074647139,0.00223211328465368
Trái Cây,"Snack, Ăn Vặt",107,133,2351,0.02415349887133183,0.8045112781954887,1.5159442630395639,0.008220525964463512
Rượu,Bánh Kẹo,138,351,1149,0.031151241534988713,0.39316239316239315,1.515848043263187,0.010600869303792632
Bánh Kẹo,Rượu,138,1149,351,0.031151241534988713,0.12010443864229765,1.515848043263187,0.010600869303792632
"Đèn, Ổ Cắm Điện",Đồ Uống,22,42,1531,0.004966139954853273,0.5238095238095238,1.515660477123573,0.0016895882272011577
Sữa,"Mì, Bún, Topokki Ăn Liền",52,83,1832,0.011738148984198645,0.6265060240963856,1.5149681696217183,0.003990033070232204
Đồ Uống,Nước Ngọt,919,1531,1756,0.20744920993227992,0.6002612671456564,1.5143265452478691,0.07045814246187243
Nước Ngọt,Đồ Uống,919,1756,1531,0.20744920993227992,0.5233485193621867,1.514326545247869,0.07045814246187243
"Pizza, Lẩu Đông Lạnh",Chăm Sóc Tóc,52,105,1449,0.011738148984198645,0.49523809523809526,1.5140819612869305,0.003985498015276511
Thực Phẩm Đóng Hộp,Trà,17,160,311,0.003837471783295711,0.10625,1.5134646302250803,0.0013019174619998066
Rượu,Cà Phê,50,351,417,0.011286681715575621,0.14245014245014245,1.5133192591226163,0.0038284526290579823
Cà Phê,Rượu,50,417,351,0.011286681715575621,0.11990407673860912,1.5133192591226163,0.0038284526290579823
"Mì, Bún, Topokki Ăn Liền",Nước Ngọt,1098,1832,1756,0.24785553047404063,0.5993449781659389,1.512014950612249,0.08393153595687114
Nước Ngọt,"Mì, Bún, Topokki Ăn Liền",1098,1756,1832,0.24785553047404063,0.6252847380410023,1.5120149506122489,0.08393153595687114
"Hạt, Trái Cây Sấy","Sữa Chua, Váng Sữa",138,554,730,0.031151241534988713,0.2490974729241877,1.5116463082933584,0.010543747993620348
"Sữa Chua, Váng Sữa","Hạt, Trái Cây Sấy",138,730,554,0.031151241534988713,0.18904109589041096,1.5116463082933582,0.010543747993620348
Bánh Các Loại,"Sốt, Gia Vị Các Loại",103,1025,295,0.023250564334085778,0.10048780487804879,1.509020256304258,0.00784284251129942
"Sốt, Gia Vị Các Loại",Bánh Các Loại,103,295,1025,0.023250564334085778,0.34915254237288135,1.5090202563042578,0.00784284251129942
"Chả Giò, Cá Viên","Tương Ớt, Tương Cà, Tương Đen",33,274,354,0.0074492099322799096,0.12043795620437957,1.5071755536310776,0.002506713410004637
"Mì, Bún, Nui Khô","Tương Ớt, Tương Cà, Tương Đen",19,158,354,0.004288939051918736,0.12025316455696203,1.5048630479868412,0.0014388863127964987
"Mì, Bún, Nui Khô",Bánh Các Loại,55,158,1025,0.012415349887133182,0.34810126582278483,1.5044766903365236,0.004163078537979811
Rượu,"Sữa Chua, Váng Sữa",87,351,730,0.01963882618510158,0.24786324786324787,1.5041564219646413,0.006582453923332095
"Sữa Chua, Váng Sữa",Rượu,87,730,351,0.01963882618510158,0.11917808219178082,1.504156421964641,0.006582453923332095
Thực Phẩm Bổ Sung,Đồ Uống,133,256,1531,0.03002257336343115,0.51953125,1.5032811479425212,0.010051210452027781
"Tương Ớt, Tương Cà, Tương Đen","Mì, Bún, Topokki Ăn Liền",220,354,1832,0.04966139954853273,0.6214689265536724,1.502787851873782,0.01661521842149514
"Mì, Bún, Topokki Ăn Liền","Tương Ớt, Tương Cà, Tương Đen",220,1832,354,0.04966139954853273,0.12008733624454149,1.5027878518737818,0.01661521842149514
"Bơ, Phô Mai","Sữa Chua, Váng Sữa",52,210,730,0.011738148984198645,0.24761904761904763,1.5026744944553165,0.003926644212199806
Rau Củ,Nước Ngọt,53,89,1756,0.011963882618510158,0.5955056179775281,1.502329093189322,0.004000326116311421
Thủy sản,Vệ Sinh,29,141,607,0.00654627539503386,0.20567375886524822,1.5010457195602136,0.0021851321535396352
"Chả Giò, Cá Viên",Nước Ngọt,163,274,1756,0.036794582392776526,0.5948905109489051,1.5007773140681377,0.012277565745557942
Món Ăn Nhanh,"Snack, Ăn Vặt",124,156,2351,0.02799097065462754,0.7948717948717948,1.497780540740983,0.009302671605969967
"Rong Biển, Bánh Tráng","Mì, Bún, Topokki Ăn Liền",195,315,1832,0.04401805869074492,0.6190476190476191,1.4969328342690789,0.014612558535330115
"Đèn, Ổ Cắm Điện","Mì, Bún, Topokki Ăn Liền",26,42,1832,0.005869074492099322,0.6190476190476191,1.4969328342690789,0.0019483411380440156
"Mì, Bún, Topokki Ăn Liền","Rong Biển, Bánh Tráng",195,1832,315,0.04401805869074492,0.1064410480349345,1.4969328342690789,0.014612558535330115
"Sốt, Gia Vị Các Loại","Trà, Cà Phê Đóng Chai",34,295,342,0.007674943566591422,0.1152542372881356,1.4929130736445635,0.0025340256510861213
Rượu,"Snack, Ăn Vặt",278,351,2351,0.06275395033860046,0.792022792022792,1.4924121517060691,0.02070527747912091
"Snack, Ăn Vặt",Rượu,278,2351,351,0.06275395033860046,0.1182475542322416,1.4924121517060691,0.02070527747912091
"Bơ, Phô Mai",Trà,22,210,311,0.004966139954853273,0.10476190476190476,1.4922676466084828,0.001638224908152398
Thực Phẩm Đông Lạnh,"Hạt, Trái Cây Sấy",30,161,554,0.006772009029345372,0.18633540372670807,1.4900105388254814,0.00222706867296139
Sữa Bột,"Snack, Ăn Vặt",49,62,2351,0.011060948081264108,0.7903225806451613,1.4892084356691042,0.0036335471773104562
"Hạt, Trái Cây Sấy","Mì, Bún, Topokki Ăn Liền",341,554,1832,0.07697516930022573,0.6155234657039711,1.4884110005832927,0.02525882934435334
"Mì, Bún, Topokki Ăn Liền","Hạt, Trái Cây Sấy",341,1832,554,0.07697516930022573,0.1861353711790393,1.4884110005832925,0.02525882934435334
Nấm,"Mì, Bún, Topokki Ăn Liền",8,13,1832,0.0018058690744920992,0.6153846153846154,1.488075243533759,0.0005923087506178376
Thời Trang Nam,Làm Sạch Cơ Thể,101,253,1189,0.022799097065462754,0.39920948616600793,1.4873826944620816,0.00747076418223787
Trà,"Mì, Bún, Topokki Ăn Liền",191,311,1832,0.04311512415349887,0.6141479099678456,1.4850847386231203,0.014083027174660763
"Mì, Bún, Topokki Ăn Liền",Trà,191,1832,311,0.04311512415349887,0.10425764192139737,1.48508473862312,0.014083027174660763
Đồ Uống,"Mì, Bún, Topokki Ăn Liền",940,1531,1832,0.21218961625282168,0.6139777922926192,1.4846733732840083,0.0692695504180913
"Mì, Bún, Topokki Ăn Liền",Đồ Uống,940,1832,1531,0.21218961625282168,0.5131004366812227,1.4846733732840083,0.0692695504180913
Thực Phẩm Bổ Sung,"Rong Biển, Bánh Tráng",27,256,315,0.006094808126410835,0.10546875,1.4832589285714286,0.001985742602510077
Sữa Bột,"Mì, Bún, Topokki Ăn Liền",38,62,1832,0.008577878103837472,0.6129032258064516,1.4820749401324131,0.002790128866898685
Rau Củ,"Snack, Ăn Vặt",70,89,2351,0.01580135440180587,0.7865168539325843,1.4820372875037635,0.005139440200969177
Khô Chế Biến Sẵn,"Mì, Bún, Topokki Ăn Liền",117,191,1832,0.026410835214446954,0.612565445026178,1.4812581449050048,0.008580833532909723
"Sốt, Gia Vị Các Loại",Sữa Nước,79,295,802,0.01783295711060948,0.2677966101694915,1.4792256646519295,0.005777354279512252
Thực Phẩm Bổ Sung,Rượu,30,256,351,0.006772009029345372,0.1171875,1.4790331196581197,0.0021933360169988127
Đồ Dùng Phòng Tắm,"Dụng Cụ Bếp, Phòng Ăn",123,329,1120,0.02776523702031603,0.3738601823708207,1.4787505427702996,0.008989090390269502
"Dụng Cụ Bếp, Phòng Ăn",Đồ Dùng Phòng Tắm,123,1120,329,0.02776523702031603,0.10982142857142857,1.4787505427702996,0.008989090390269502
Trái Cây,Bánh Kẹo,51,133,1149,0.011512415349887133,0.38345864661654133,1.4784349908714345,0.003725522168265826
Thủy Sản Tươi Sống,Sữa Nước,19,71,802,0.004288939051918736,0.2676056338028169,1.4781707702574547,0.00138742108240042
"Sốt, Gia Vị Các Loại","Mì, Bún, Topokki Ăn Liền",180,295,1832,0.040632054176072234,0.6101694915254238,1.4754644363851679,0.013093569903540912
Thực Phẩm Đông Lạnh,Nước Ngọt,94,161,1756,0.021218961625282168,0.5838509316770186,1.472926894834392,0.006812977390967598
"Hạt, Trái Cây Sấy","Rong Biển, Bánh Tráng",58,554,315,0.01309255079006772,0.10469314079422383,1.4723511546616241,0.004200276179751234
"Rong Biển, Bánh Tráng","Hạt, Trái Cây Sấy",58,315,554,0.01309255079006772,0.18412698412698414,1.472351154661624,0.004200276179751234
Sữa Nước,"Mì, Bún, Topokki Ăn Liền",488,802,1832,0.11015801354401805,0.6084788029925187,1.4713761447908613,0.03529067664039051
"Mì, Bún, Topokki Ăn Liền",Sữa Nước,488,1832,802,0.11015801354401805,0.2663755458515284,1.4713761447908613,0.03529067664039051
Món Ăn Nhanh,Bánh Các Loại,53,156,1025,0.011963882618510158,0.33974358974358976,1.4683552220137586,0.0038160704003587283
Chăm Sóc Bé,Bánh Các Loại,22,65,1025,0.004966139954853273,0.3384615384615385,1.46281425891182,0.0015712181972901773
"Mì, Bún, Topokki Ăn Liền",Bánh Các Loại,620,1832,1025,0.1399548532731377,0.3384279475982533,1.4626690808392802,0.044270289275359365
Bánh Các Loại,"Mì, Bún, Topokki Ăn Liền",620,1025,1832,0.1399548532731377,0.6048780487804878,1.46266908083928,0.044270289275359365
Trái Cây,"Sữa Chua, Váng Sữa",32,133,730,0.007223476297968397,0.24060150375939848,1.4600885776084045,0.002276189942369133
Chăm Sóc Da Mặt,Làm Sạch Cơ Thể,76,194,1189,0.017155756207674944,0.3917525773195876,1.4595995942184803,0.0054020147873364965
"Pizza, Lẩu Đông Lạnh",Chăm Sóc Răng Miệng,43,105,1244,0.009706546275395033,0.4095238095238095,1.4583524728219261,0.0030507161819932826
"Trà, Cà Phê Đóng Chai","Mì, Bún, Topokki Ăn Liền",206,342,1832,0.046501128668171555,0.6023391812865497,1.4565297888097246,0.014575157070864056
"Mì, Bún, Topokki Ăn Liền","Trà, Cà Phê Đóng Chai",206,1832,342,0.046501128668171555,0.11244541484716157,1.4565297888097246,0.014575157070864056
Khô Chế Biến Sẵn,Đồ Uống,96,191,1531,0.02167042889390519,0.5026178010471204,1.4543415144603156,0.006769919846725333
Trang Điểm,"Sữa Chua, Váng Sữa",11,46,730,0.0024830699774266367,0.2391304347826087,1.4511614055985707,0.0007719784559411772
"Bơ, Phô Mai","Mì, Bún, Topokki Ăn Liền",126,210,1832,0.028442437923250564,0.6,1.4508733624454149,0.008838771152974028
Thực Phẩm Đóng Hộp,Sữa Nước,42,160,802,0.009480812641083521,0.2625,1.4499688279301746,0.002942180597098584
"Hạt, Trái Cây Sấy","Trà, Cà Phê Đóng Chai",62,554,342,0.01399548532731377,0.11191335740072202,1.4496379335824519,0.004341015750398728
"Trà, Cà Phê Đóng Chai","Hạt, Trái Cây Sấy",62,342,554,0.01399548532731377,0.18128654970760233,1.4496379335824516,0.004341015750398728
"Dầu Ăn, Gia Vị",Đồ Uống,13,26,1531,0.002934537246049661,0.5,1.4467668190725016,0.0009061957003602566
Dụng Cụ Văn Phòng,Bánh Kẹo,24,64,1149,0.005417607223476298,0.375,1.4458224543080942,0.0016705308052525113
"Hạt, Trái Cây Sấy",Sữa Nước,145,554,802,0.0327313769751693,0.26173285198555957,1.445731339521233,0.01009136352287145
Sữa Nước,"Hạt, Trái Cây Sấy",145,802,554,0.0327313769751693,0.18079800498753118,1.445731339521233,0.01009136352287145
Bánh Tươi,Bánh Các Loại,96,287,1025,0.02167042889390519,0.3344947735191638,1.4456700943316054,0.0066805435951266
Món Ăn Nhanh,"Tương Ớt, Tương Cà, Tương Đen",18,156,354,0.004063205417607223,0.11538461538461539,1.4439374185136897,0.0012492292954359003
Trà,"Hạt, Trái Cây Sấy",56,311,554,0.012641083521444696,0.18006430868167203,1.4398644177974855,0.0038617266839576243
"Hạt, Trái Cây Sấy",Trà,56,554,311,0.012641083521444696,0.10108303249097472,1.4398644177974855,0.0038617266839576243
"Đèn, Ổ Cắm Điện","Snack, Ăn Vặt",32,42,2351,0.007223476297968397,0.7619047619047619,1.4356606104798362,0.0021920111694836656
"Mì, Bún, Topokki Ăn Liền",Bánh Kẹo,681,1832,1149,0.15372460496613996,0.37172489082969434,1.433195183964792,0.04646454249448406
Bánh Kẹo,"Mì, Bún, Topokki Ăn Liền",681,1149,1832,0.15372460496613996,0.5926892950391645,1.4331951839647918,0.04646454249448406
Rau Củ,Cà Phê,12,89,417,0.002708803611738149,0.1348314606741573,1.4323821841403281,0.0008176856952137334
"Xúc Xích, Lạp Xưởng, Thịt Nguội","Trà, Cà Phê Đóng Chai",16,145,342,0.0036117381489841984,0.1103448275862069,1.4293204275055456,0.001084846292210406
Rượu,"Tương Ớt, Tương Cà, Tương Đen",40,351,354,0.009029345372460496,0.11396011396011396,1.4261110306308047,0.0026978990975750185
"Tương Ớt, Tương Cà, Tương Đen",Rượu,40,354,351,0.009029345372460496,0.11299435028248588,1.4261110306308045,0.0026978990975750185
Trang Điểm,Nước Ngọt,26,46,1756,0.005869074492099322,0.5652173913043478,1.425918589680103,0.0017530789965808742
Bữa Sáng,Sữa Nước,73,283,802,0.016478555304740405,0.2579505300353357,1.4248389626640112,0.004913349876942046
Chăm Sóc Bé,Chăm Sóc Răng Miệng,26,65,1244,0.005869074492099322,0.4,1.42443729903537,0.0017487987199934774
"Mì, Bún, Nui Khô","Rong Biển, Bánh Tráng",16,158,315,0.0036117381489841984,0.10126582278481013,1.424151095037171,0.001075674270951699
Thời Trang Nam,Chăm Sóc Cơ Thể,57,253,702,0.012866817155756207,0.22529644268774704,1.4217425086990303,0.0038167837797899607
Bánh Tươi,"Rong Biển, Bánh Tráng",29,287,315,0.00654627539503386,0.10104529616724739,1.4210497207012887,0.0019396277178482437
"Bánh Bao, Bánh Giò, Há Cảo",Sữa Nước,39,152,802,0.008803611738148984,0.2565789473684211,1.417262764142276,0.002591911296363293
"Pizza, Lẩu Đông Lạnh",Cà Phê,14,105,417,0.003160270880361174,0.13333333333333333,1.4164668265387688,0.0009291767091806837
Cà Phê,"Mì, Bún, Topokki Ăn Liền",244,417,1832,0.055079006772009026,0.5851318944844125,1.4149204653744254,0.016151725613888473
"Mì, Bún, Topokki Ăn Liền",Cà Phê,244,1832,417,0.055079006772009026,0.1331877729257642,1.4149204653744254,0.016151725613888473
"Bơ, Phô Mai",Bánh Kẹo,77,210,1149,0.017381489841986456,0.36666666666666664,1.4136930664345808,0.005086395344689654
Khô Chế Biến Sẵn,Bánh Kẹo,70,191,1149,0.01580135440180587,0.36649214659685864,1.413020199672832,0.004618673216169256
Rau Củ,"Mì, Bún, Topokki Ăn Liền",52,89,1832,0.011738148984198645,0.5842696629213483,1.412835484029243,0.003429928305367161
"Sốt, Gia Vị Các Loại",Rượu,33,295,351,0.0074492099322799096,0.11186440677966102,1.4118499203244965,0.002173004703208679
"Bánh Bao, Bánh Giò, Há Cảo",Rượu,17,152,351,0.003837471783295711,0.1118421052631579,1.4115684510421351,0.001118884682214941
"Gạo, Bột, Đậu",Cà Phê,34,256,417,0.007674943566591422,0.1328125,1.4109337529976018,0.0022353234920942273
"Pizza, Lẩu Đông Lạnh",Đồ Dùng Phòng Tắm,11,105,329,0.0024830699774266367,0.10476190476190476,1.4106238239976843,0.000722806230859775
"Sốt, Gia Vị Các Loại","Hạt, Trái Cây Sấy",52,295,554,0.011738148984198645,0.17627118644067796,1.4095331334516306,0.0034104632380292377
"Chả Giò, Cá Viên",Đồ Uống,133,274,1531,0.03002257336343115,0.4854014598540146,1.4045254520922825,0.008646973997319729
Thức Ăn Thú Cưng,"Mì, Bún, Topokki Ăn Liền",18,31,1832,0.004063205417607223,0.5806451612903226,1.4040709959149178,0.0011693307991378298
Bữa Sáng,"Mì, Bún, Topokki Ăn Liền",164,283,1832,0.03702031602708804,0.5795053003533569,1.4013146727976917,0.010602041284286802
Sữa,Sữa Nước,21,83,802,0.004740406320541761,0.25301204819277107,1.3975603160772765,0.001348490947724574
Thủy Sản Tươi Sống,"Mì, Bún, Topokki Ăn Liền",41,71,1832,0.00925507900677201,0.5774647887323944,1.3963804662033337,0.0026271726225356564
"Chả Giò, Cá Viên",Cà Phê,36,274,417,0.008126410835214447,0.13138686131386862,1.3957884787060861,0.0023043174742291674
Vệ Sinh,"Dụng Cụ Bếp, Phòng Ăn",214,607,1120,0.04830699774266366,0.3525535420098847,1.394475170628383,0.013665292562000317
"Dụng Cụ Bếp, Phòng Ăn",Vệ Sinh,214,1120,607,0.04830699774266366,0.19107142857142856,1.394475170628383,0.013665292562000317
Sữa Bột,Bánh Các Loại,20,62,1025,0.004514672686230248,0.3225806451612903,1.3941778127458693,0.001276439625170064
Rượu,"Hạt, Trái Cây Sấy",61,351,554,0.013769751693002256,0.1737891737891738,1.3896859925740792,0.003861217127221029
"Hạt, Trái Cây Sấy",Rượu,61,554,351,0.013769751693002256,0.11010830324909747,1.3896859925740792,0.003861217127221029
Món Ăn Nhanh,Bánh Kẹo,56,156,1149,0.012641083521444696,0.358974358974359,1.3840351699359532,0.003507584752024215
Món Ăn Nhanh,"Hạt, Trái Cây Sấy",27,156,554,0.006094808126410835,0.17307692307692307,1.3839905581782836,0.0016910149860636225
Nội Thất,Làm Sạch Cơ Thể,10,27,1189,0.002257336343115124,0.37037037037037035,1.3799333395632805,0.0006215063516247215
Trà,Rượu,34,311,351,0.007674943566591422,0.10932475884244373,1.379796813880415,0.0021125712742485307
"Dầu Ăn, Gia Vị","Snack, Ăn Vặt",19,26,2351,0.004288939051918736,0.7307692307692307,1.3769917874554198,0.0011742225438091405
"Chả Giò, Cá Viên",Bánh Các Loại,87,274,1025,0.01963882618510158,0.3175182481751825,1.3722983799181057,0.005327925237835608
Sữa Bột,"Sữa Chua, Váng Sữa",14,62,730,0.003160270880361174,0.22580645161290322,1.3703049049933718,0.0008540170905329456
Sữa Bột,Bánh Kẹo,22,62,1149,0.004966139954853273,0.3548387096774194,1.36809006429153,0.0013361596746989798
"Trà, Cà Phê Đóng Chai","Sữa Chua, Váng Sữa",77,342,730,0.017381489841986456,0.22514619883040934,1.366298165505087,0.004659896356159779
"Sữa Chua, Váng Sữa","Trà, Cà Phê Đóng Chai",77,730,342,0.017381489841986456,0.10547945205479452,1.366298165505087,0.004659896356159779
Bánh Tươi,"Hạt, Trái Cây Sấy",49,287,554,0.011060948081264108,0.17073170731707318,1.3652372985823722,0.0029590978807535317
Bánh Tươi,"Mì, Bún, Topokki Ăn Liền",162,287,1832,0.036568848758465014,0.5644599303135889,1.3649331284329689,0.009777170839087083
"Chả Giò, Cá Viên",Bánh Kẹo,97,274,1149,0.021896162528216703,0.354014598540146,1.3649126819258894,0.005853991612696115
"Đồ Chơi, Thú Bông",Chăm Sóc Nhà Cửa,39,128,989,0.008803611738148984,0.3046875,1.3647781850353893,0.002353031098247635
"Nước Mắm, Nước Tương","Snack, Ăn Vặt",21,29,2351,0.004740406320541761,0.7241379310344828,1.3644963991844996,0.0012662994461118274
Tráng Miệng,"Snack, Ăn Vặt",13,18,2351,0.002934537246049661,0.7222222222222222,1.3608866203506782,0.0007781950481276336
Dụng Cụ Văn Phòng,"Mì, Bún, Topokki Ăn Liền",36,64,1832,0.008126410835214447,0.5625,1.3601937772925765,0.0021519600099873127
Thời Trang Nam,"Dụng Cụ Bếp, Phòng Ăn",87,253,1120,0.01963882618510158,0.3438735177865613,1.360142574816488,0.005200026496950304
Thực Phẩm Bổ Sung,"Mì, Bún, Topokki Ăn Liền",143,256,1832,0.032279909706546275,0.55859375,1.3507479871724892,0.008382106405637739
Dụng Cụ Văn Phòng,Bánh Các Loại,20,64,1025,0.004514672686230248,0.3125,1.350609756097561,0.001171980494168123
Chăm Sóc Bé,Vệ Sinh,12,65,607,0.002708803611738149,0.18461538461538463,1.3473577493346853,0.0006983475075032228
"Trà, Cà Phê Pha Chế",Nước Ngọt,8,15,1756,0.0018058690744920992,0.5333333333333333,1.3454821564160973,0.00046369663030130094
Tráng Miệng,"Mì, Bún, Topokki Ăn Liền",10,18,1832,0.002257336343115124,0.5555555555555556,1.3434012615235325,0.0005770220485199924
"Chả Giò, Cá Viên","Hạt, Trái Cây Sấy",46,274,554,0.01038374717832957,0.1678832116788321,1.342459616854199,0.002648879739514595
"Nước Mắm, Nước Tương",Bánh Các Loại,9,29,1025,0.0020316027088036117,0.3103448275862069,1.3412952060555088,0.0005169453092754614
Thủy Sản Tươi Sống,Bánh Các Loại,22,71,1025,0.004966139954853273,0.30985915492957744,1.3391961525249054,0.0012578408042843532
"Đồ Chơi, Thú Bông",Sữa Nước,31,128,802,0.006997742663656885,0.2421875,1.3377688591022443,0.001766837028468935
Sữa Bột,Sữa Nước,15,62,802,0.003386004514672686,0.24193548387096775,1.3363767999356448,0.0008522845976285227
Món Ăn Nhanh,"Mì, Bún, Topokki Ăn Liền",86,156,1832,0.019413092550790066,0.5512820512820513,1.333067405665659,0.004850368664298926
Thực Phẩm Đóng Hộp,Cà Phê,20,160,417,0.004514672686230248,0.125,1.3279376498800959,0.001114910139669501
"Bánh Bao, Bánh Giò, Há Cảo",Cà Phê,19,152,417,0.004288939051918736,0.125,1.3279376498800959,0.0010591646326860264
"Chả Giò, Cá Viên","Trà, Cà Phê Đóng Chai",28,274,342,0.006320541760722348,0.10218978102189781,1.323686344815811,0.0015455874934394579
"Pizza, Lẩu Đông Lạnh",Nước Ngọt,55,105,1756,0.012415349887133182,0.5238095238095238,1.3214556893372384,0.0030201427777975937
"Đồ Chơi, Thú Bông","Bột Giặt, Nước Giặt, Viên Giặt",31,128,812,0.006997742663656885,0.2421875,1.3212938731527093,0.0017016137661847964
"Bánh Bao, Bánh Giò, Há Cảo","Mì, Bún, Topokki Ăn Liền",83,152,1832,0.01873589164785553,0.5460526315789473,1.3204220294185245,0.004546570937941086
Nội Thất,Chăm Sóc Răng Miệng,10,27,1244,0.002257336343115124,0.37037037037037035,1.3189234250327497,0.0005458371762403884
Nội Thất,"Dụng Cụ Bếp, Phòng Ăn",9,27,1120,0.0020316027088036117,0.3333333333333333,1.3184523809523807,0.0004907031373408272
"Xúc Xích, Lạp Xưởng, Thịt Nguội","Mì, Bún, Topokki Ăn Liền",79,145,1832,0.01783295711060948,0.5448275862068965,1.3174597199216986,0.004297091959704253
"Muối, Đường","Mì, Bún, Topokki Ăn Liền",55,101,1832,0.012415349887133182,0.5445544554455446,1.3167992563448485,0.0029869196785716097
"Mì, Bún, Nui Khô","Hạt, Trái Cây Sấy",26,158,554,0.005869074492099322,0.16455696202531644,1.3158616277475663,0.0014088224653374028
"Sốt, Gia Vị Các Loại","Tương Ớt, Tương Cà, Tương Đen",31,295,354,0.006997742663656885,0.10508474576271186,1.3150435698554055,0.0016764416633970117
"Muối, Đường",Sữa Nước,24,101,802,0.005417607223476298,0.2376237623762376,1.3125601836991678,0.0012900957457108063
"Mì, Bún, Nui Khô","Trà, Cà Phê Đóng Chai",16,158,342,0.0036117381489841984,0.10126582278481013,1.311718113850026,0.000858297367120342
Thức Ăn Thú Cưng,Đồ Uống,14,31,1531,0.003160270880361174,0.45161290322580644,1.3067571269041949,0.0007418636528084221
"Xúc Xích, Lạp Xưởng, Thịt Nguội",Rượu,15,145,351,0.003386004514672686,0.10344827586206896,1.3056292366637194,0.0007926155037732674
Chăm Sóc Bé,Bánh Kẹo,22,65,1149,0.004966139954853273,0.3384615384615385,1.304947445939613,0.0011605154675947398
Nấm,"Snack, Ăn Vặt",9,13,2351,0.0020316027088036117,0.6923076923076923,1.304518535484082,0.0004742444547488139
Thức Ăn Thú Cưng,Nước Ngọt,16,31,1756,0.0036117381489841984,0.5161290322580645,1.3020795062091264,0.0008379150976565485
"Muối, Đường",Vệ Sinh,18,101,607,0.004063205417607223,0.1782178217821782,1.3006671342587306,0.0009392659325652615
"Đèn, Ổ Cắm Điện","Sữa Chua, Váng Sữa",9,42,730,0.0020316027088036117,0.21428571428571427,1.3003913894324852,0.0004693017544038442
"Mì, Bún, Nui Khô","Snack, Ăn Vặt",109,158,2351,0.024604966139954852,0.689873417721519,1.2999316208023517,0.005677073513750387
"Đồ Chơi, Thú Bông","Xả Vải, Xịt Vải, Nước Tẩy",31,128,829,0.006997742663656885,0.2421875,1.2941985826296742,0.0015907342203017602
"Trà, Cà Phê Đóng Chai",Rượu,35,342,351,0.007900677200902935,0.1023391812865497,1.2916312623914963,0.0017838562234712028
Chăm Sóc Da Mặt,"Sữa Chua, Váng Sữa",41,194,730,0.00925507900677201,0.211340206185567,1.2825165937014547,0.0020387365031159406
"Mì, Bún, Nui Khô",Đồ Uống,70,158,1531,0.01580135440180587,0.4430379746835443,1.2819452827224698,0.003475278854924102
"Gạo, Bột, Đậu",Rượu,26,256,351,0.005869074492099322,0.1015625,1.2818287037037037,0.0012904014797527627
Thủy Sản Tươi Sống,Nước Ngọt,36,71,1756,0.008126410835214447,0.5070422535211268,1.279155571240656,0.0017734612660446677
Trái Cây,Cà Phê,16,133,417,0.0036117381489841984,0.12030075187969924,1.2780151818394907,0.0007856855321555774
Thức Ăn Thú Cưng,"Dụng Cụ Bếp, Phòng Ăn",10,31,1120,0.002257336343115124,0.3225806451612903,1.275921658986175,0.00048815535365785267
Bánh Tươi,Rượu,29,287,351,0.00654627539503386,0.10104529616724739,1.2753010313985924,0.0014131536975984585
"Bánh Bao, Bánh Giò, Há Cảo","Dụng Cụ Bếp, Phòng Ăn",49,152,1120,0.011060948081264108,0.3223684210526316,1.2750822368421053,0.0023862541974736164
