product_id_str,support
68312a85419bc51ab2ee7277,64
68312d4b419bc51ab2ee76ef,56
68312d66419bc51ab2ee771b,54
68312a89419bc51ab2ee727e,52
68312a93419bc51ab2ee728e,52
68312d45419bc51ab2ee76e5,51
68312a93419bc51ab2ee728f,51
68313957419bc51ab2ee89ea,51
68312d66419bc51ab2ee771a,51
6831397a419bc51ab2ee8a22,51
68312d45419bc51ab2ee76e4,50
68312a68419bc51ab2ee724b,50
68312a6e419bc51ab2ee7257,49
68312304419bc51ab2ee65df,49
68312311419bc51ab2ee6600,49
68312d4c419bc51ab2ee76f1,48
68312309419bc51ab2ee65ec,48
68312304419bc51ab2ee65e1,48
6831230e419bc51ab2ee65f8,48
6831230f419bc51ab2ee65fe,47
68312308419bc51ab2ee65eb,47
68312307419bc51ab2ee65ea,47
6831230d419bc51ab2ee65f5,47
68312313419bc51ab2ee6603,47
68312a8d419bc51ab2ee7284,47
68312303419bc51ab2ee65dc,46
68312301419bc51ab2ee65d9,46
68312313419bc51ab2ee6605,46
6831230f419bc51ab2ee65fd,46
68312a7f419bc51ab2ee726f,45
68312eed419bc51ab2ee798d,45
6831230f419bc51ab2ee65fc,45
68312309419bc51ab2ee65ee,45
68312309419bc51ab2ee65ef,45
68312304419bc51ab2ee65e3,44
6831230f419bc51ab2ee65f9,44
68312dc2419bc51ab2ee77b5,44
68312304419bc51ab2ee65e0,44
68312302419bc51ab2ee65db,44
6831230d419bc51ab2ee65f6,44
6831231a419bc51ab2ee660e,43
68312310419bc51ab2ee65ff,43
6831397a419bc51ab2ee8a23,43
68312303419bc51ab2ee65de,43
6831230d419bc51ab2ee65f7,42
68313965419bc51ab2ee89fb,42
68312313419bc51ab2ee6604,42
68312313419bc51ab2ee6606,42
6831230f419bc51ab2ee65fa,42
68312300419bc51ab2ee65d8,42
6831230c419bc51ab2ee65f3,42
68312306419bc51ab2ee65e7,41
68312301419bc51ab2ee65da,41
68312318419bc51ab2ee660a,41
68313eec419bc51ab2ee92a6,41
68312307419bc51ab2ee65e9,41
68312305419bc51ab2ee65e5,40
68312312419bc51ab2ee6602,40
6831230a419bc51ab2ee65f1,40
68312eee419bc51ab2ee7990,40
68312319419bc51ab2ee660c,40
68312f0b419bc51ab2ee79cb,39
68312f05419bc51ab2ee79c0,39
68312f09419bc51ab2ee79c8,39
6831297b419bc51ab2ee70f4,39
68312306419bc51ab2ee65e8,39
68312f09419bc51ab2ee79c7,39
6831297b419bc51ab2ee70f3,38
68312f03419bc51ab2ee79ba,38
68312ef0419bc51ab2ee7994,38
68312eff419bc51ab2ee79b7,38
68312f0d419bc51ab2ee79cf,38
68312ef0419bc51ab2ee7995,38
68312ef3419bc51ab2ee799c,37
68312ef4419bc51ab2ee799f,37
68312a73419bc51ab2ee725c,37
68312f01419bc51ab2ee79b8,36
68312976419bc51ab2ee70ea,36
68312f0d419bc51ab2ee79ce,36
68312a79419bc51ab2ee7268,35
68312ef4419bc51ab2ee799e,35
68312a84419bc51ab2ee7274,34
6831307e419bc51ab2ee7c31,34
683126b9419bc51ab2ee6c4f,34
68312ef0419bc51ab2ee7993,34
68312a8e419bc51ab2ee7287,34
6831297a419bc51ab2ee70f0,34
68312a9b419bc51ab2ee729a,33
68312f0a419bc51ab2ee79ca,33
68312a6e419bc51ab2ee7259,33
68312a84419bc51ab2ee7273,33
68312f0e419bc51ab2ee79d1,33
68312a77419bc51ab2ee7263,33
68312a86419bc51ab2ee727b,33
68312d4d419bc51ab2ee76f4,32
68312a77419bc51ab2ee7266,32
68312a65419bc51ab2ee7249,32
68312a9b419bc51ab2ee729c,32
68312a76419bc51ab2ee725e,32
68312f05419bc51ab2ee79be,32
68313089419bc51ab2ee7c3c,32
68312a7c419bc51ab2ee726d,32
68312d39419bc51ab2ee76d1,32
68312dc2419bc51ab2ee77b3,32
6831308b419bc51ab2ee7c3e,31
68312a7b419bc51ab2ee726a,31
68312a6c419bc51ab2ee7250,31
68312a76419bc51ab2ee725f,31
68312a94419bc51ab2ee7293,31
68312a8d419bc51ab2ee7283,31
68312a88419bc51ab2ee727d,31
68312a66419bc51ab2ee724a,30
68312a7d419bc51ab2ee726e,30
68312a6e419bc51ab2ee7256,30
68312a8f419bc51ab2ee728a,30
68312a81419bc51ab2ee7271,30
68312a7c419bc51ab2ee726b,30
68312a6e419bc51ab2ee7254,30
68312a69419bc51ab2ee724c,29
68312a6e419bc51ab2ee7253,29
6831307d419bc51ab2ee7c2f,29
683127ff419bc51ab2ee6e6f,29
68312d5f419bc51ab2ee7714,29
68312a6e419bc51ab2ee7258,29
68312a81419bc51ab2ee7270,29
68313080419bc51ab2ee7c35,29
683127de419bc51ab2ee6e30,29
6831307b419bc51ab2ee7c29,29
68312a99419bc51ab2ee7296,29
68312a77419bc51ab2ee7262,29
68312a78419bc51ab2ee7267,28
68312a77419bc51ab2ee7265,28
68312d5a419bc51ab2ee7709,28
683127f2419bc51ab2ee6e58,28
68312a9a419bc51ab2ee7299,28
68312a92419bc51ab2ee728d,28
683127fe419bc51ab2ee6e6e,28
68312a99419bc51ab2ee7297,28
68313098419bc51ab2ee7c50,28
68312a9a419bc51ab2ee7298,28
68312a94419bc51ab2ee7294,28
68312a85419bc51ab2ee7278,28
68312a77419bc51ab2ee7264,28
68312d55419bc51ab2ee7701,28
68312a6c419bc51ab2ee7251,28
68312d60419bc51ab2ee7715,28
68312a93419bc51ab2ee7292,28
683127e0419bc51ab2ee6e39,28
68312a65419bc51ab2ee7247,28
68312d59419bc51ab2ee7707,27
6831308a419bc51ab2ee7c3d,27
68312a84419bc51ab2ee7275,27
68312d48419bc51ab2ee76ea,27
683127f0419bc51ab2ee6e52,27
68312a86419bc51ab2ee7279,27
68312801419bc51ab2ee6e74,27
68312d3d419bc51ab2ee76d5,27
68312a65419bc51ab2ee7248,27
68312a69419bc51ab2ee724d,27
683127e2419bc51ab2ee6e3b,27
68312a91419bc51ab2ee728c,26
68312a8a419bc51ab2ee7281,26
683127f8419bc51ab2ee6e63,26
6831307d419bc51ab2ee7c2d,26
68313981419bc51ab2ee8a28,26
68313089419bc51ab2ee7c3a,26
68312361419bc51ab2ee6692,26
68312a8d419bc51ab2ee7286,26
683127f9419bc51ab2ee6e66,26
68312800419bc51ab2ee6e71,26
683127e5419bc51ab2ee6e3e,26
68312d3d419bc51ab2ee76db,26
68312d2c419bc51ab2ee76c5,26
68312d29419bc51ab2ee76c0,26
68312d29419bc51ab2ee76c3,26
68312d27419bc51ab2ee76be,26
68312d47419bc51ab2ee76e7,26
68312d4d419bc51ab2ee76f3,26
68312d4f419bc51ab2ee76f8,26
68313080419bc51ab2ee7c36,26
683127e4419bc51ab2ee6e3d,26
683127f2419bc51ab2ee6e57,26
683127e0419bc51ab2ee6e3a,26
68312a73419bc51ab2ee725d,26
68312d64419bc51ab2ee7719,26
683127e7419bc51ab2ee6e46,26
68312d5d419bc51ab2ee770c,26
683127fa419bc51ab2ee6e6a,26
68312a7a419bc51ab2ee7269,25
68312d63419bc51ab2ee7717,25
68312f92419bc51ab2ee7a9b,25
683135eb419bc51ab2ee84b2,25
68312d5d419bc51ab2ee770d,25
68313955419bc51ab2ee89e8,25
68312d2e419bc51ab2ee76c8,25
6831308e419bc51ab2ee7c43,25
68312d6f419bc51ab2ee7728,25
68313587419bc51ab2ee841e,25
68313dcc419bc51ab2ee90f0,25
6831396d419bc51ab2ee8a08,25
68312a6c419bc51ab2ee724f,25
683120f5419bc51ab2ee626e,25
68312cae419bc51ab2ee75fb,25
68313291419bc51ab2ee7f5e,25
6831397f419bc51ab2ee8a27,25
68312cb5419bc51ab2ee7607,25
68312d52419bc51ab2ee76fc,25
68313958419bc51ab2ee89ec,25
68313081419bc51ab2ee7c37,25
68312a9b419bc51ab2ee729d,25
68312a94419bc51ab2ee7295,25
68312a9b419bc51ab2ee729b,25
6831308d419bc51ab2ee7c41,25
68312d48419bc51ab2ee76e9,25
6831395a419bc51ab2ee89f2,25
68312a6e419bc51ab2ee725a,25
68312d5e419bc51ab2ee7710,25
683127fa419bc51ab2ee6e68,25
68312810419bc51ab2ee6e90,25
68312a8b419bc51ab2ee7282,25
68312f9d419bc51ab2ee7aac,25
68312363419bc51ab2ee6694,25
6831307e419bc51ab2ee7c32,25
68312d48419bc51ab2ee76ec,25
683127f9419bc51ab2ee6e67,25
6831307c419bc51ab2ee7c2a,25
6831307c419bc51ab2ee7c2b,24
68312f13419bc51ab2ee79d4,24
68312d58419bc51ab2ee7705,24
68312d66419bc51ab2ee771d,24
683127e7419bc51ab2ee6e45,24
6831211d419bc51ab2ee62b7,24
68312803419bc51ab2ee6e7b,24
68312d3d419bc51ab2ee76d8,24
683127df419bc51ab2ee6e35,24
68312a93419bc51ab2ee7291,24
68312d4c419bc51ab2ee76f2,24
683127fa419bc51ab2ee6e69,24
683127fb419bc51ab2ee6e6b,24
683127fd419bc51ab2ee6e6c,24
683127de419bc51ab2ee6e31,24
683127e0419bc51ab2ee6e38,24
6831396e419bc51ab2ee8a0c,24
68312927419bc51ab2ee7057,24
68312950419bc51ab2ee70a0,24
68312f39419bc51ab2ee7a11,24
68312d2e419bc51ab2ee76c9,24
68312fb5419bc51ab2ee7ad5,24
68312a76419bc51ab2ee7261,24
683127e4419bc51ab2ee6e3c,24
68312802419bc51ab2ee6e77,24
68312801419bc51ab2ee6e76,24
683127f0419bc51ab2ee6e53,24
68313078419bc51ab2ee7c25,24
6831307f419bc51ab2ee7c34,24
68312f9c419bc51ab2ee7aaa,24
68312a84419bc51ab2ee7276,24
68312a86419bc51ab2ee727c,24
68312d5a419bc51ab2ee770a,24
68311ffc419bc51ab2ee60ad,24
68312ca7419bc51ab2ee75ee,24
68312cae419bc51ab2ee75fa,24
68312a86419bc51ab2ee727a,24
6831396e419bc51ab2ee8a0d,24
68312a7c419bc51ab2ee726c,23
68312d6c419bc51ab2ee7726,23
68312d66419bc51ab2ee7720,23
68313de1419bc51ab2ee9111,23
683120ec419bc51ab2ee625e,23
6831306c419bc51ab2ee7c14,23
68311d36419bc51ab2ee5b9e,23
68312a8a419bc51ab2ee7280,23
68312a89419bc51ab2ee727f,23
68312a69419bc51ab2ee724e,23
68313809419bc51ab2ee87f2,23
68312d49419bc51ab2ee76ed,23
68313976419bc51ab2ee8a1b,23
68312d3d419bc51ab2ee76d4,23
68312d56419bc51ab2ee7703,23
68312f1e419bc51ab2ee79e9,23
68312f77419bc51ab2ee7a6d,23
68312f76419bc51ab2ee7a6b,23
68312fa7419bc51ab2ee7abc,23
68313bcf419bc51ab2ee8dda,23
68313579419bc51ab2ee8407,23
68312fb5419bc51ab2ee7ad4,23
68312d29419bc51ab2ee76c2,23
68312d30419bc51ab2ee76cd,23
68312d30419bc51ab2ee76cf,23
68312d29419bc51ab2ee76c1,23
68312d44419bc51ab2ee76e2,23
68312fad419bc51ab2ee7ac9,23
68312d40419bc51ab2ee76dd,23
68312f96419bc51ab2ee7a9f,23
68311ea1419bc51ab2ee5e2a,23
68312d42419bc51ab2ee76de,23
68312fbc419bc51ab2ee7ade,23
68312d2e419bc51ab2ee76c7,23
683127ed419bc51ab2ee6e4d,23
68313dcb419bc51ab2ee90e8,23
6831397d419bc51ab2ee8a24,23
68312a76419bc51ab2ee7260,23
68312d64419bc51ab2ee7718,23
68312d5c419bc51ab2ee770b,23
68312d66419bc51ab2ee771e,23
68312f8a419bc51ab2ee7a8d,23
6831395c419bc51ab2ee89f7,23
6831308e419bc51ab2ee7c44,23
68312f91419bc51ab2ee7a99,23
683125a3419bc51ab2ee6a70,23
68312f1d419bc51ab2ee79e7,23
683127e7419bc51ab2ee6e43,23
68313a87419bc51ab2ee8be0,23
68311fe4419bc51ab2ee607b,23
68313991419bc51ab2ee8a40,23
683127eb419bc51ab2ee6e4a,23
68312fa0419bc51ab2ee7ab1,23
68313099419bc51ab2ee7c51,23
68312f42419bc51ab2ee7a22,22
68312a70419bc51ab2ee725b,22
68313de7419bc51ab2ee911e,22
68312d6a419bc51ab2ee7721,22
6831397a419bc51ab2ee8a21,22
68313817419bc51ab2ee8805,22
6831389d419bc51ab2ee88ba,22
68312f24419bc51ab2ee79f4,22
68312800419bc51ab2ee6e70,22
683127f9419bc51ab2ee6e65,22
68312d3d419bc51ab2ee76d3,22
68312f4c419bc51ab2ee7a30,22
68312f4d419bc51ab2ee7a36,22
68312f47419bc51ab2ee7a2c,22
68312ca9419bc51ab2ee75f5,22
68311efe419bc51ab2ee5ed6,22
68312815419bc51ab2ee6e96,22
68312d6b419bc51ab2ee7723,22
68313dc2419bc51ab2ee90df,22
683127f8419bc51ab2ee6e62,22
68313dff419bc51ab2ee9141,22
68312a81419bc51ab2ee7272,22
6831396b419bc51ab2ee8a07,22
68313966419bc51ab2ee89fe,22
68312d61419bc51ab2ee7716,22
68313097419bc51ab2ee7c4e,22
68312fa7419bc51ab2ee7abd,22
68312a6c419bc51ab2ee7252,22
68312d4e419bc51ab2ee76f5,22
683127db419bc51ab2ee6e2f,22
68312f16419bc51ab2ee79d9,22
68312f18419bc51ab2ee79e1,22
68312803419bc51ab2ee6e7a,22
6831348b419bc51ab2ee8293,22
68313094419bc51ab2ee7c49,22
68312d48419bc51ab2ee76eb,22
6831395a419bc51ab2ee89f0,22
68313966419bc51ab2ee89fd,22
68312d30419bc51ab2ee76cb,22
68312d3c419bc51ab2ee76d2,22
68312d3d419bc51ab2ee76dc,22
68313247419bc51ab2ee7ef3,22
68312002419bc51ab2ee60b8,22
6831357a419bc51ab2ee8408,22
68312f9a419bc51ab2ee7aa9,22
68312d44419bc51ab2ee76e1,22
683127eb419bc51ab2ee6e49,22
68313a68419bc51ab2ee8ba9,22
68312ca7419bc51ab2ee75ed,22
68312d47419bc51ab2ee76e8,22
68312faa419bc51ab2ee7abe,22
6831290a419bc51ab2ee7020,22
68312d6c419bc51ab2ee7724,22
68312d6e419bc51ab2ee7727,22
68312cb7419bc51ab2ee760a,22
68312d52419bc51ab2ee76fd,22
68312f62419bc51ab2ee7a44,22
68312f69419bc51ab2ee7a53,22
68312f5e419bc51ab2ee7a42,22
683127ee419bc51ab2ee6e50,22
68313966419bc51ab2ee89fc,22
68312fba419bc51ab2ee7adb,22
68312f1e419bc51ab2ee79ed,22
68313575419bc51ab2ee8401,22
68312d5d419bc51ab2ee770e,22
68313097419bc51ab2ee7c4f,22
