product_id_str,row_idx
68311cba419bc51ab2ee5aa3,0
68311cba419bc51ab2ee5aa5,1
68311cbb419bc51ab2ee5aa6,2
68311cbb419bc51ab2ee5aa7,3
68311cbe419bc51ab2ee5aa8,4
68311cbe419bc51ab2ee5aaa,5
68311cbe419bc51ab2ee5aab,6
68311cbf419bc51ab2ee5aac,7
68311cbf419bc51ab2ee5aad,8
68311cbf419bc51ab2ee5ab0,9
68311cc0419bc51ab2ee5ab2,10
68311cc0419bc51ab2ee5ab3,11
68311cc0419bc51ab2ee5ab4,12
68311cc0419bc51ab2ee5ab6,13
68311cc0419bc51ab2ee5ab8,14
68311cc2419bc51ab2ee5aba,15
68311cc4419bc51ab2ee5abb,16
68311cc4419bc51ab2ee5abc,17
68311cc7419bc51ab2ee5abd,18
68311cc7419bc51ab2ee5abe,19
68311cc7419bc51ab2ee5abf,20
68311cc7419bc51ab2ee5ac1,21
68311cc8419bc51ab2ee5ac2,22
68311cc8419bc51ab2ee5ac3,23
68311cc8419bc51ab2ee5ac4,24
68311cc8419bc51ab2ee5ac5,25
68311cc9419bc51ab2ee5ac6,26
68311cc9419bc51ab2ee5ac7,27
68311cc9419bc51ab2ee5ac8,28
68311cca419bc51ab2ee5ac9,29
68311ccc419bc51ab2ee5aca,30
68311ccd419bc51ab2ee5acb,31
68311ccf419bc51ab2ee5acc,32
68311ccf419bc51ab2ee5acd,33
68311ccf419bc51ab2ee5ace,34
68311ccf419bc51ab2ee5ad0,35
68311ccf419bc51ab2ee5ad1,36
68311cd1419bc51ab2ee5ad2,37
68311cd1419bc51ab2ee5ad3,38
68311cd1419bc51ab2ee5ad4,39
68311cd1419bc51ab2ee5ad5,40
68311cd3419bc51ab2ee5ad6,41
68311cd3419bc51ab2ee5ad7,42
68311cd3419bc51ab2ee5ad8,43
68311cd3419bc51ab2ee5ad9,44
68311cd5419bc51ab2ee5ada,45
68311cd5419bc51ab2ee5adb,46
68311cd5419bc51ab2ee5adc,47
68311cd5419bc51ab2ee5add,48
68311cd7419bc51ab2ee5ade,49
68311cd7419bc51ab2ee5adf,50
68311cd7419bc51ab2ee5ae0,51
68311cd7419bc51ab2ee5ae1,52
68311cda419bc51ab2ee5ae3,53
68311cda419bc51ab2ee5ae4,54
68311cda419bc51ab2ee5ae5,55
68311cda419bc51ab2ee5ae6,56
68311cdc419bc51ab2ee5ae7,57
68311cdc419bc51ab2ee5ae8,58
68311cdd419bc51ab2ee5ae9,59
68311cdd419bc51ab2ee5aea,60
68311cdd419bc51ab2ee5aeb,61
68311cdd419bc51ab2ee5aec,62
68311cdd419bc51ab2ee5aed,63
68311cdd419bc51ab2ee5aee,64
68311cdd419bc51ab2ee5aef,65
68311ce1419bc51ab2ee5af0,66
68311ce2419bc51ab2ee5af1,67
68311ce2419bc51ab2ee5af2,68
68311ce3419bc51ab2ee5af4,69
68311ce3419bc51ab2ee5af5,70
68311ce3419bc51ab2ee5af6,71
68311ce3419bc51ab2ee5af7,72
68311ce3419bc51ab2ee5af8,73
68311ce7419bc51ab2ee5afb,74
68311ce8419bc51ab2ee5afc,75
68311ce8419bc51ab2ee5afd,76
68311ce8419bc51ab2ee5aff,77
68311cea419bc51ab2ee5b00,78
68311ceb419bc51ab2ee5b01,79
68311ceb419bc51ab2ee5b03,80
68311ceb419bc51ab2ee5b04,81
68311ceb419bc51ab2ee5b05,82
68311ceb419bc51ab2ee5b06,83
68311ced419bc51ab2ee5b08,84
68311ced419bc51ab2ee5b09,85
68311ced419bc51ab2ee5b0a,86
68311cf0419bc51ab2ee5b0b,87
68311cf0419bc51ab2ee5b0c,88
68311cf0419bc51ab2ee5b0d,89
68311cf0419bc51ab2ee5b0e,90
68311cf1419bc51ab2ee5b0f,91
68311cf1419bc51ab2ee5b10,92
68311cf1419bc51ab2ee5b11,93
68311cf1419bc51ab2ee5b12,94
68311cf2419bc51ab2ee5b13,95
68311cf2419bc51ab2ee5b14,96
68311cf2419bc51ab2ee5b15,97
68311cf5419bc51ab2ee5b16,98
68311cf6419bc51ab2ee5b17,99
68311cf6419bc51ab2ee5b18,100
68311cf6419bc51ab2ee5b19,101
68311cf9419bc51ab2ee5b1a,102
68311cf9419bc51ab2ee5b1b,103
68311cf9419bc51ab2ee5b1d,104
68311cf9419bc51ab2ee5b1e,105
68311cf9419bc51ab2ee5b1f,106
68311cf9419bc51ab2ee5b20,107
68311cfb419bc51ab2ee5b21,108
68311cfb419bc51ab2ee5b23,109
68311cfb419bc51ab2ee5b25,110
68311cfb419bc51ab2ee5b26,111
68311cfc419bc51ab2ee5b28,112
68311cfc419bc51ab2ee5b29,113
68311cfc419bc51ab2ee5b2a,114
68311cfd419bc51ab2ee5b2b,115
68311cff419bc51ab2ee5b2c,116
68311cff419bc51ab2ee5b2d,117
68311d00419bc51ab2ee5b2e,118
68311d01419bc51ab2ee5b2f,119
68311d02419bc51ab2ee5b30,120
68311d02419bc51ab2ee5b31,121
68311d03419bc51ab2ee5b32,122
68311d03419bc51ab2ee5b33,123
68311d03419bc51ab2ee5b34,124
68311d04419bc51ab2ee5b35,125
68311d04419bc51ab2ee5b36,126
68311d04419bc51ab2ee5b37,127
68311d04419bc51ab2ee5b38,128
68311d04419bc51ab2ee5b39,129
68311d08419bc51ab2ee5b3b,130
68311d08419bc51ab2ee5b3c,131
68311d08419bc51ab2ee5b3e,132
68311d08419bc51ab2ee5b3f,133
68311d08419bc51ab2ee5b40,134
68311d09419bc51ab2ee5b41,135
68311d0c419bc51ab2ee5b42,136
68311d0d419bc51ab2ee5b45,137
68311d0f419bc51ab2ee5b46,138
68311d10419bc51ab2ee5b47,139
68311d10419bc51ab2ee5b48,140
68311d10419bc51ab2ee5b49,141
68311d10419bc51ab2ee5b4a,142
68311d10419bc51ab2ee5b4d,143
68311d10419bc51ab2ee5b4e,144
68311d12419bc51ab2ee5b4f,145
68311d13419bc51ab2ee5b51,146
68311d13419bc51ab2ee5b53,147
68311d13419bc51ab2ee5b55,148
68311d14419bc51ab2ee5b56,149
68311d14419bc51ab2ee5b57,150
68311d14419bc51ab2ee5b58,151
68311d15419bc51ab2ee5b59,152
68311d15419bc51ab2ee5b5a,153
68311d15419bc51ab2ee5b5b,154
68311d17419bc51ab2ee5b5c,155
68311d19419bc51ab2ee5b5d,156
68311d19419bc51ab2ee5b5f,157
68311d19419bc51ab2ee5b60,158
68311d19419bc51ab2ee5b62,159
68311d1b419bc51ab2ee5b64,160
68311d1b419bc51ab2ee5b66,161
68311d1b419bc51ab2ee5b67,162
68311d1b419bc51ab2ee5b68,163
68311d1c419bc51ab2ee5b69,164
68311d1c419bc51ab2ee5b6b,165
68311d1c419bc51ab2ee5b6c,166
68311d1c419bc51ab2ee5b6d,167
68311d21419bc51ab2ee5b6f,168
68311d21419bc51ab2ee5b71,169
68311d22419bc51ab2ee5b73,170
68311d22419bc51ab2ee5b74,171
68311d22419bc51ab2ee5b75,172
68311d22419bc51ab2ee5b76,173
68311d23419bc51ab2ee5b77,174
68311d27419bc51ab2ee5b78,175
68311d27419bc51ab2ee5b7a,176
68311d28419bc51ab2ee5b7c,177
68311d2a419bc51ab2ee5b7d,178
68311d2b419bc51ab2ee5b7e,179
68311d2b419bc51ab2ee5b7f,180
68311d2c419bc51ab2ee5b80,181
68311d2c419bc51ab2ee5b81,182
68311d2c419bc51ab2ee5b82,183
68311d2c419bc51ab2ee5b83,184
68311d2c419bc51ab2ee5b84,185
68311d2c419bc51ab2ee5b87,186
68311d2d419bc51ab2ee5b89,187
68311d2d419bc51ab2ee5b8b,188
68311d2f419bc51ab2ee5b8d,189
68311d31419bc51ab2ee5b8f,190
68311d31419bc51ab2ee5b90,191
68311d31419bc51ab2ee5b91,192
68311d31419bc51ab2ee5b93,193
68311d33419bc51ab2ee5b94,194
68311d33419bc51ab2ee5b95,195
68311d33419bc51ab2ee5b97,196
68311d33419bc51ab2ee5b99,197
68311d34419bc51ab2ee5b9a,198
68311d34419bc51ab2ee5b9b,199
68311d36419bc51ab2ee5b9c,200
68311d36419bc51ab2ee5b9e,201
68311d37419bc51ab2ee5b9f,202
68311d37419bc51ab2ee5ba1,203
68311d37419bc51ab2ee5ba2,204
68311d38419bc51ab2ee5ba4,205
68311d38419bc51ab2ee5ba5,206
68311d38419bc51ab2ee5ba7,207
68311d43419bc51ab2ee5ba9,208
68311d44419bc51ab2ee5baa,209
68311d45419bc51ab2ee5bab,210
68311d45419bc51ab2ee5bac,211
68311d45419bc51ab2ee5bad,212
68311d47419bc51ab2ee5bae,213
68311d48419bc51ab2ee5baf,214
68311d48419bc51ab2ee5bb0,215
68311d48419bc51ab2ee5bb1,216
68311d48419bc51ab2ee5bb2,217
68311d4a419bc51ab2ee5bb3,218
68311d4a419bc51ab2ee5bb4,219
68311d4a419bc51ab2ee5bb5,220
68311d4b419bc51ab2ee5bb6,221
68311d4d419bc51ab2ee5bb8,222
68311d4d419bc51ab2ee5bba,223
68311d4d419bc51ab2ee5bbb,224
68311d4d419bc51ab2ee5bbc,225
68311d4e419bc51ab2ee5bbd,226
68311d4e419bc51ab2ee5bbe,227
68311d4e419bc51ab2ee5bbf,228
68311d4f419bc51ab2ee5bc0,229
68311d51419bc51ab2ee5bc1,230
68311d51419bc51ab2ee5bc2,231
68311d51419bc51ab2ee5bc3,232
68311d54419bc51ab2ee5bc5,233
68311d54419bc51ab2ee5bc7,234
68311d54419bc51ab2ee5bc9,235
68311d55419bc51ab2ee5bca,236
68311d55419bc51ab2ee5bcb,237
68311d56419bc51ab2ee5bcc,238
68311d56419bc51ab2ee5bcd,239
68311d57419bc51ab2ee5bce,240
